-9.708,114.251
-6.328,16.07
9.053,48.822
74.991,18.163
-26.472,27.853
-112.346,-24.037
100.793,-20.872
-14.331,8.057
-216.584,-44.787
2.436,-44.108
5.124,-80.741
54.83,47.914
-38.425,-68.176
10.335,9.469
-80.835,-16.973
-27.363,10.453
-21.595,-31.131
22.327,-41.116
-49.886,-23.516
15.426,-10.693
-15.363,-3.281
-76.608,-121.358
45.511,-44.143
130.287,106.504
-100.415,-22.355
-53.55,29.585
91.079,39.513
-13.537,83.641
15.869,39.985
37.864,75.082
-38.757,8.093
77.38,98.235
-6.821,-21.622
-32.198,-12.234
0.343,44.568
117.515,125.733
-68.699,-62
5.638,-1.438
30.834,-20.918
24.615,42.366
4.078,50.781
-77.845,-28.651
-70.885,-28.51
-11.156,-11.916
62.761,72.646
43.394,73.174
90.997,80.028
27.227,-32.093
94.781,94.356
-147.213,-5.513
16.857,-92.522
-61.95,-44.786
91.998,-52.237
60.355,27.194
76.118,12.923
35.608,-62.219
-60.378,10.411
8.824,5.524
-37.378,-44.532
26.608,89.071
27.037,49.231
-118.243,-90.619
-2.99,-52.279
79.455,93.312
60.191,-54.077
87.217,54.088
90.041,86.053
-20.41,-39.911
1.461,-0.744
-55.127,-50.533
10.753,26.707
-48.605,-2.217
31.708,-71.661
34.526,33.686
-130.954,-111.728
-30.402,-8.469
-42.106,-161.485
-86.319,-78.805
-25.538,-11.584
83.555,50.252
19.746,4.863
47.106,36.041
-20.445,-53.613
82.692,55.181
64.048,-13.744
-19.773,31.587
30.015,-9.343
-22.43,77.201
77.796,40.711
-72.166,-22.886
-57.691,-41.537
67.133,37.072
12.644,29.845
51.508,-68.003
-112.77,-113.108
28.926,31.421
-72.901,-35.324
141.427,121.719
-1.24,-22.938
9.47,-58.955
44.365,-27.99
2.266,45.881
-77.274,-65.492
-40.976,70.651
-29.242,-22.726
-29.591,-74.815
-34.773,67.938
29.549,2.906
-13.853,67.259
-7.241,34.3
-151.869,-130.281
-20.076,-22.569
72.659,71.983
7.298,-5.988
-1.622,-8.389
12.704,49.25
-5.158,9.282
43.062,39.066
48.032,37.186
66.143,21.831
74.996,35.314
13.282,-74.212
-49.883,-100.272
-50.023,61.544
-22.83,2.11
20.222,93.042
-49.408,-9.345
38.584,30.179
14.81,69.028
-4.832,59.935
113.597,73.927
-16.923,-8.868
-15.703,-2.851
-102.949,-24.841
-27.991,-2.922
108.74,-81.218
-37.951,-85.061
8.218,-53.257
-47.405,-29.879
-88.16,-100.869
-41.263,-26.535
-11.734,12.119
80.365,37.228
-1.572,-49.19
-91.098,-126.838
