0,-84.72 
1,76.20 
2,-75.01 
3,-38.05 
4,-9.82 
5,63.31 
6,47.24 
7,-3.50 
8,56.00 
9,-42.32 
10,7.18 
11,-51.37 
12,17.28 
13,-9.92 
14,-84.91 
15,-0.89 
16,-22.95 
17,-81.80 
18,-50.81 
19,-55.33 
20,33.64 
21,-100.63 
22,11.71 
23,57.68 
24,5.93 
25,66.67 
26,-94.87 
27,87.54 
28,68.24 
29,-10.49 
30,60.19 
31,3.84 
32,15.16 
33,-163.55 
34,53.04 
35,59.95 
36,73.37 
37,32.80 
38,117.48 
39,30.36 
40,-61.89 
41,-43.27 
42,37.47 
43,-67.01 
44,-13.77 
45,28.14 
46,-19.78 
47,-68.60 
48,-83.12 
49,-19.28 
50,48.90 
51,-44.69 
52,-59.69 
53,56.04 
54,-70.03 
55,46.57 
56,-94.15 
57,16.81 
58,33.78 
59,-13.31 
60,-60.40 
61,4.91 
62,-5.54 
63,-33.04 
64,-37.58 
65,-43.51 
66,-21.91 
67,-6.44 
68,7.18 
69,0.79 
70,-21.54 
71,48.30 
72,-5.15 
73,43.02 
74,44.74 
75,66.53 
76,-28.21 
77,70.78 
78,81.47 
79,-43.64 
80,7.49 
81,-17.10 
82,10.77 
83,-1.73 
84,-66.65 
85,-8.19 
86,113.17 
87,9.96 
88,-1.37 
89,-57.87 
90,42.77 
91,-103.38 
92,63.26 
93,74.68 
94,-67.02 
95,-31.83 
96,-118.68 
97,59.25 
98,-18.27 
99,81.60 
100,-26.70 
101,83.02 
102,26.85 
103,53.44 
104,22.84 
105,41.89 
106,-68.24 
107,2.38 
108,-39.94 
109,107.19 
110,-26.40 
111,23.55 
112,30.24 
113,71.08 
114,14.37 
115,31.10 
116,31.14 
117,-32.38 
118,-70.25 
119,-43.94 
120,54.10 
121,-29.43 
122,9.32 
123,46.00 
124,40.99 
125,4.12 
126,-73.26 
127,-57.24 
128,-41.49 
129,-10.98 
130,-34.67 
131,10.64 
132,-11.02 
133,-36.68 
134,1.21 
135,-4.49 
136,40.07 
137,-33.44 
138,-4.50 
139,-33.78 
140,54.90 
141,66.33 
142,-62.62 
143,-59.40 
144,25.05 
145,3.64 
146,72.34 
147,87.05 
148,-19.94 
149,36.60 
150,-25.58 
151,38.03 
152,12.00 
153,-37.54 
154,32.91 
155,-68.37 
156,22.14 
157,-28.04 
158,-20.23 
159,-52.65 
160,31.35 
161,-40.40 
162,-44.48 
163,-19.43 
164,10.19 
165,-56.30 
166,38.84 
167,21.54 
168,-25.23 
169,20.95 
170,45.65 
171,49.46 
172,35.70 
173,8.58 
174,47.62 
175,19.73 
176,24.37 
177,50.30 
178,-38.39 
179,-22.34 
180,56.38 
181,4.68 
182,-38.71 
183,-16.79 
184,96.82 
185,-1.11 
186,-92.10 
187,16.79 
188,-31.46 
189,-5.71 
190,-58.68 
191,26.38 
192,105.06 
193,51.08 
194,-43.70 
195,10.71 
196,41.25 
197,-105.39 
198,41.82 
199,46.76 
200,-50.63 
201,-8.20 
202,84.33 
203,-67.48 
204,-0.86 
205,-53.77 
206,43.92 
207,8.18 
208,46.04 
209,15.45 
210,98.28 
211,-76.55 
212,-6.47 
213,80.70 
214,53.51 
215,-66.82 
216,26.68 
217,40.67 
218,-49.44 
219,27.74 
220,-27.92 
221,29.12 
222,91.34 
223,-63.53 
224,-42.95 
225,43.56 
226,33.15 
227,17.43 
228,69.51 
229,21.26 
230,63.99 
231,12.44 
232,-39.60 
233,-87.00 
234,4.93 
235,-49.62 
236,-25.85 
237,53.98 
238,-35.09 
239,-52.45 
240,-24.90 
241,3.78 
242,-51.94 
243,-45.45 
244,-13.78 
245,-81.79 
246,76.84 
247,36.46 
248,13.50 
249,-29.28 
250,65.77 
251,-26.30 
252,7.31 
253,29.52 
254,-72.14 
255,-63.79 
256,-14.41 
257,-13.19 
258,40.88 
259,-74.60 
260,7.35 
261,46.11 
262,-79.87 
263,-7.98 
264,52.34 
265,20.89 
266,-33.71 
267,-69.15 
268,-32.33 
269,-40.09 
270,7.58 
271,-19.68 
272,9.10 
273,17.44 
274,18.18 
275,7.64 
276,57.67 
277,-31.82 
278,23.30 
279,108.20 
280,68.04 
281,11.83 
282,41.34 
283,1.07 
284,-55.46 
285,27.90 
286,30.11 
287,-6.86 
288,30.42 
289,26.75 
290,102.08 
291,-4.96 
292,-26.39 
293,28.94 
294,-4.75 
295,-60.92 
296,-13.00 
297,-47.27 
298,83.68 
299,98.73 
300,11.07 
301,-41.13 
302,19.54 
303,-10.73 
304,22.36 
305,8.33 
306,50.43 
307,183.85 
308,-57.59 
309,-7.93 
310,70.87 
311,28.73 
312,35.79 
313,-13.61 
314,47.37 
315,11.93 
316,-4.01 
317,62.64 
318,-87.56 
319,12.39 
320,60.99 
321,-7.77 
322,56.13 
323,-27.52 
324,30.55 
325,7.09 
326,-40.01 
327,-5.50 
328,-0.70 
329,39.57 
330,19.75 
331,93.18 
332,53.50 
333,57.94 
334,-29.19 
335,2.76 
336,12.80 
337,-13.80 
338,26.54 
339,-77.84 
340,51.89 
341,-61.94 
342,-42.17 
343,20.30 
344,49.53 
345,41.94 
346,11.92 
347,58.87 
348,-23.30 
349,82.99 
350,-0.87 
351,5.79 
352,-20.85 
353,0.53 
354,-40.18 
355,-98.65 
356,-70.35 
357,47.29 
358,70.18 
359,1.81 
360,0.75 
361,-23.55 
362,34.14 
363,42.29 
364,57.38 
365,100.91 
366,-9.76 
367,63.84 
368,2.94 
369,40.55 
370,-9.70 
371,10.71 
372,-15.42 
373,18.27 
374,86.28 
375,-66.92 
376,-24.05 
377,-3.39 
378,88.72 
379,109.72 
380,69.55 
381,-0.96 
382,38.13 
383,-29.89 
384,-42.54 
385,52.30 
386,30.36 
387,87.63 
388,24.13 
389,32.32 
390,-89.40 
391,-117.30 
392,-16.35 
393,29.32 
394,52.26 
395,-15.11 
396,-84.57 
397,-25.67 
398,-94.04 
399,33.28 
400,-9.44 
401,2.14 
402,30.13 
403,-53.80 
404,-48.68 
405,89.96 
406,44.08 
407,-50.95 
408,6.96 
409,-33.64 
410,43.63 
411,72.45 
412,-41.08 
413,84.22 
414,-0.10 
415,13.56 
416,-13.44 
417,3.34 
418,26.07 
419,15.80 
420,4.90 
421,12.68 
422,34.49 
423,87.50 
424,63.75 
425,-65.48 
426,-4.18 
427,-30.71 
428,7.93 
429,38.01 
430,-21.62 
431,35.11 
432,72.72 
433,-27.33 
434,5.46 
435,-13.48 
436,74.05 
437,4.22 
438,39.75 
439,11.46 
440,-80.36 
441,-144.28 
442,7.59 
443,49.92 
444,-2.38 
445,67.03 
446,89.59 
447,17.70 
448,10.83 
449,51.79 
450,-61.83 
451,-20.19 
452,38.73 
453,93.50 
454,99.48 
455,31.43 
456,44.09 
457,44.86 
458,45.71 
459,53.25 
460,58.34 
461,14.05 
462,9.09 
463,1.35 
464,31.91 
465,-58.61 
466,22.63 
467,-53.45 
468,62.90 
469,36.29 
470,-6.77 
471,23.84 
472,2.13 
